Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848487377166748,0.09891304511205778,0.09848487377166748,0.09848487377166748,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377501289998567,0.09377501289998567,0.09334684163331985,0.09334684163331985,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0869235426536982,0.0869235426536982,0.08649537712335587,0.08649537712335587,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863619714975357,0.08906436830505662,0.08863619714975357,0.08863619714975357,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120600670576096,0.09163417227537003,0.09120600670576096,0.09120600670576096,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09677218645811081,0.0972003577392741,0.09677218645811081,0.09677218645811081,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148204863071442,0.10191098599796938,0.10148204863071442,0.10148204863071442,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10576445609331131,0.10619262722800137,0.10576445609331131,0.10576445609331131,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133071780204773,0.11175888921079931,0.11133071780204773,0.11133071780204773,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160748988389969,0.12203566115460936,0.12160748988389969,0.12160748988389969,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332015484571457,0.12374832608626284,0.12332015484571457,0.12332015484571457,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075118465911765,0.12075118465911765,0.12032302469015121,0.12032302469015121,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732579145836147,0.11732579145836147,0.11689762026071548,0.11689762026071548,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818217486143112,0.1190385176367143,0.11818217486143112,0.11818217486143112,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604135983648807,0.11604135983648807,0.11561319977045059,0.11561319977045059,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090253433158236,0.11090253433158236,0.1104743629693985,0.1104743629693985,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619262722800137,0.10619262722800137,0.10576445609331131,0.10576445609331131,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.104051803301713,0.104051803301713,0.1036236435174942,0.1036236435174942,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918980836868286,0.10961797952715967,0.10918980836868286,0.10918980836868286,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.1091898292864627,0.1091898292864627,0.10833349823951721,0.10833349823951721,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10490817714719425,0.10490817714719425,0.10448000580072403,0.10448000580072403,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490817576646805,0.10533634710730298,0.10490817576646805,0.10490817576646805,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704899579286575,0.10790532683853771,0.10704899579286575,0.10704899579286575,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10662084955338273,0.10662084955338273,0.1061926782131195,0.1061926782131195,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.1126151978969574,0.11304336921941224,0.1126151978969574,0.1126151978969574,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10961797952715967,0.10961797952715967,0.10918980836868286,0.10918980836868286,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11133071780204773,0.11218704918548653,0.11133071780204773,0.11133071780204773,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.1126151978969574,0.11347154054186709,0.1126151978969574,0.1126151978969574,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11261514690573163,0.11304331803431406,0.1121869757771492,0.1121869757771492,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11090253433158236,0.11090253433158236,0.1104743629693985,0.1104743629693985,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11047435426071046,0.11047435426071046,0.10961802303791046,0.10961802303791046,23699200,0.0,0.0
